SKU,name,URL to product,price,Retail Price,URL to image,URL to thumbnail image,Commission,Category,Subcategory,Description,SearchTerms,Status,MerchantID,Custom 1,Custom 2,Custom 3,Custom 4,Custom 5,StoreID,Manufacturer,PartNumber,MerchantCategory,MerchantSubCategory,ShortDescription,ISBN,UPC,CrossSell,MerchantGroup,MerchantSubgroup,CompatibleWith,CompareTo,QuantityDiscount,Bestseller,AddToCartURL,ReviewsRSSURL,Option1,Option2,Option3,Option4,Option5,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse
CFP181,Freedom Large Wheelchair Cupholders,http://www.arthritissupplies.com/freedom-large-wheelchair-cupholders.html,24.95,"",http://www.arthritissupplies.com/assets/images/cupholder_round_open.jpg,http://www.arthritissupplies.com/assets/images/cupholder_round_open.jpg,"",12,183,"Drinks are securely held on round or square tubing frames! Attach Freedom Large Wheelchair Cupholders to any tubing element - including wheelchair frames, walkers, scooters, rollators, and bed rails. Drink Holder clamping mechanism easily tightens securely on any upright or horizontal tubing.  Click Here to see the Freedom Wheelchair Cup Holder Video if you have high speed Internet (DSL or Cable). Click Here to see the Freedom Wheelchair Cup Holder Video if you have low speed Internet (Dial Up).  Open Drink Holder then adjust arms to hold 16 oz to 46 oz cups, glasses or bottles with up to a 4 inch diameter base. Cup Holder closes flat to only 1 inch thick - no problem for going thru doorways. Cup Holder patented internal support leg prevents accidental closure if bumped.  Choose from Round or Square Tubing Cupholder Attachments. ","wheelchair cupholder, wheel chair cup holder, wheelchair drinkholder, wheel chair drink holder, holders, cupholders, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, therapy utensils, tools, devices, aids","",942,"","","","","",2,"The Wright Stuff, Inc.","",On the Move,Mobility Accessories,"Attach to any tubing element, round or square.","","","CFP161,CFP171,CFP131,CFP151",,,"","",,"","","","","","","","","","","","","","","","",""
CFP191,Freedom Large Suction Pad Cup Holder,http://www.arthritissupplies.com/freedom-large-suction-pad-cup-holder.html,29.95,"",http://www.arthritissupplies.com/assets/images/CyberCupHolder.jpg,http://www.arthritissupplies.com/assets/images/CyberCupHolder.jpg,"",12,183,"Collapsible, weighted drinkholder with integral base has a cork bottom to absorb moisture. Patented locking leg prevents the drink holder from collapsing. Hit it with a hammer - this large cupholder will not move or tip over. Great for wheelchair trays, overbed tables, or table tops.  Click Here to see the Freedom Cup Holder Video if you have high speed Internet (DSL or Cable). Click Here to see the Freedom Cup Holder Video if you have low speed Internet (Dial Up).  The Freedom Large Suction Pad Cup Holder is a patented vacuum system. When you place the non skid cup holder with attached pad on a flat surface and push down with slight pressure, it creates a no slip suction system that will not move even if you bump it or hit it. Place the base on a clean surface and it stays in place! No tipping, no slipping. The large Cupholder no slip suction grip in the base is incredibly strong, but very easy to release: just lift a corner of the base pad to move the cup holder to another location, or to clean up. Cup holder folds flat for easy storage.  The large non skid cup holders are suitable for Hospitals, Nursing Homes, Nurseries, Playgroups, Kindergarten and for use in the Home, RV or on the boat.  In addition the large non skid suction pad cup holders reduce labour cost and time by helping to eliminate spills, laundry cleaning and damage to equipment, bedding and flooring.  Freedom Large Non Skid Cupholder adjusts to hold 16 oz to 46 oz cups, mugs or bottles.","large cup holder, large drink holder, large suction pad drink holder, large suction pad cup holder, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, therapy utensils, tools, devices, aids","",942,"","","","","",2,"The Wright Stuff, Inc.","",In the Kitchen,"Cups, Glasses and Straws","Large Non Skid Suction Pad Cupholder adjusts to hold 16 oz to 46 oz cups, mugs or bottles.","","","CFP131,CFP171,CFP181",,,"","",,"","","","","","","","","","","","","","","","",""
CGFH100,Easy Grip Gripit Floss Holder,http://www.arthritissupplies.com/easy-grip-gripit-floss-holder.html,6.95,"",http://www.arthritissupplies.com/assets/images/BANNER-01.jpg,http://www.arthritissupplies.com/assets/images/BANNER-01.jpg,"",12,183,"The easy grip Gripit Floss Holder holds floss very tightly so users don't have to pinch their fingers or put fingers in their mouth when flossing.  Gripit Floss Holders are the only flossing tool to pop open and allow a fresh length of floss to be advanced in seconds. Gripits are also ergonomically designed to help people with arthritic conditions floss more easily. Gripit Floss Holders make flossing an effortless routine.  Refill with your favorite waxed, unwaxed, or flavored floss and most dental tapes                             			Easy Grip Gripit Floss Holder Specifications:									Color:		4 different colors. Sorry, no color choice.				","Gripit Floss Holder, easy grip gripit floss holder, floss holder, for rheumatoid, osteoarthritis, elderly, seniors with arthritis, handicap, an arthritis disability, therapy utensils, tools, devices, aids ","",942,"","","","","",2,"The Wright Stuff, Inc.","",Web Specials,"Coupons, overstock & sale items.",Designed to help people with arthritic conditions floss more easily.,"","","AMI222,ABC213,ASP6338",,,"","",,"","","","","","","","","","","","","","","","",""
CHC12401,Health Circle Sliding Transfer Bench,http://www.arthritissupplies.com/health-circle-sliding-transfer-bench.html,199.99,"",http://www.arthritissupplies.com/assets/images/bathbench-1.jpg,http://www.arthritissupplies.com/assets/images/bathbench-1.jpg,"",12,183,Comfortably and safely enter the tub with the Health Circle Sliding Transfer Bench. Sit down then lift your legs into the bathtub and slide over. The sliding seat moves with you. Easy lock seat release self-locates and locks into position when you are safely in the bathtub area. Shower curtain can still fit inside bathtub to keep the floor dry. Individually height adjustable legs accommodate most all tub shapes and models. Hand held shower holster on both sides.  Non returnable hygiene item.			Health Circle Sliding Transfer Bench Specifications:									Assembly:		5 minutes.							Seat height:		adjusts from 18.5 inches to 22.5 inches high.							Seat size:		22 inches Wide x 16 inches Deep.							Back size:		13 inches High x 18 inches Wide.							Foot print:		36 inches Wide x 15.5 inches Deep.							Weight capacity:		300 lbs.				,"health circle sliding transfer bench, health circle transfer bench, sliding transfer bench, bath sliding transfer bench, bathtub sliding transfer bench, shower sliding transfer bench, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, utensils, tools, devices, aids, products","",942,"","","","","",2,"The Wright Stuff, Inc.","",Featured Products,,Allows you to comfortably and safely enter the tub or shower.,"","","AMI73800,CMH302",,,"","",,"","","","","","","","","","","","","","","","",""
CHP1850,Softeze Memory Foam Half Roll,http://www.arthritissupplies.com/softeze-memory-foam-half-roll.html,39.95,"",http://www.arthritissupplies.com/assets/images/HP1850.jpg,http://www.arthritissupplies.com/assets/images/HP1850.jpg,"",12,183,Half Roll shape offers multiple-choice comfort. Perfect to elevate ankles and reduce varicose veins while improving circulation. Use under knees to ease lower back strain. Place behind your back for gentle lumbar support.  100% visco foam responds to body weight and temperature molds to body contours. Memory foam with White or Blue washable cover.  Size: 18 by 8 by 5 1/2 inches.,"Softeze Memory Foam Half Roll, memory foam pillows, positioning wedges, visco foam pillow, tempurpedic pillow, foam pillow, half pillow, half roll pillow, lumbar support, lumbar pillow, cervical pillow, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, therapy utensils, tools, devices, aids","",942,"","","","","",2,"The Wright Stuff, Inc.","",For Your Comfort,Pillows & Positioning,"Shape offers multiple-choice comfort, 100% visco foam responds to body weight and temperature molds to body contours.","","","CCP30100,CCP50",,,"","",,"","","","","","","","","","","","","","","","",""
CHP208,EZ Bathe Inflatable Bathtub,http://www.arthritissupplies.com/ez-bathe-inflatable-bathtub.html,399.95,"",http://www.arthritissupplies.com/assets/images/ezbathe.jpg,http://www.arthritissupplies.com/assets/images/ezbathe.jpg,"",12,183,"Enjoy the relaxation of a tub bath in the bed. The EZ Bathe Inflatable Bathtub can be rolled under an individual, then inflated to immerse a person for a refreshing, cleansing bath.  Tub inflates to 71 inches long, 31 inches wide, 13 1/2 inches deep to fit individuals up to 6 feet 2 inches. Includes an inflatable pillow for added comfort. Made of heavy duty 20 gauge vinyl, specially formulated to protect against microbacterial attack.    The EZ Bathe Inflatable Bathtub  with Accessories and Wet/Dry Vacuum includes the inflatable bathtub with inflatable pillow, 25 foot reinforced drain hose with on/off valve, 25 inch hose with hand held shower, wet & dry vacuum. The drain hose can be closed for soaking in the tub, or left opened for showering. Tub is emptied using the drain hose. Tub is quickly inflated and deflated using the wet/dry vacuum. A conventional garden hose may be attached to the drain hose if additional length is needed. Manufacturer's one year warranty against manufacturing defects. EZ Bathe Inflatable Bathtub with Accessories and Wet/Dry Vaccuum #CHP208   Non returnable hygiene item.			EZ Bathe Inflatable Bathtub Specifications:									Length:		71 inches 							Width:		31 inches							Depth:		13 1/2 inches 				","ez bathe, ez bath, inflatable bathtub, portable bathtub, portable bath, inflatable bath, disabled bath aids, handicap bath aids, seniors bath aids, bath aid, disabled bath, handicap bath, osteoarthritis bathing, rheumatoid hygiene, elderly bathing, arthritis, arthritic","",942,"","","","","",2,"The Wright Stuff, Inc.","",Web Specials,"Coupons, overstock & sale items.",Enjoy the relaxation of a tub bath in the bed,"","","APS223,CHP209",,,"","",,"","","","","","","","","","","","","","","","",""
CHP209,EZ Shampoo Basin,http://www.arthritissupplies.com/ez-shampoo-basin.html,34.95,"",http://www.arthritissupplies.com/assets/images/EZShampoo.jpg,http://www.arthritissupplies.com/assets/images/EZShampoo.jpg,"",12,183,"EZ Shampoo Basin is an inflatable sink for shampooing while remaining in bed. The double-tube design prevents splashing while comfortably supporting an individual's neck and shoulders. Constructed of durable vinyl, the shampoo basin can be inflated by mouth or air pump.   After use, the drain hose removes water and suds. Simply towel dry, deflate, and fold for storage. Includes drain hose and stopper. Inflates to 24 inches long x 28 inches wide x 6 inches deep. Inner opening dimensions measures 24 inches wide x 20 inches long. One year limited warranty.  (Non returnable hygiene item.)			EZ Shampoo Basin Specifications:									Inflated size:		 24 inches long x 28 inches wide x 6 inches deep.							Inner opening dimensions:		measures 24 inches wide x 20 inches long				","EZ shampoo, easy shampoo, portable shampoo, portable shower, inflatable shampoo basin, inflatable shampoo ring, shampoo tray, elderly hair, disabled hair, geriatric hygiene, elderly bathing, disabled bath, handicap bath, arthritis, arthritic","",942,"","","","","",2,"The Wright Stuff, Inc.","",Getting Ready,Bathing Aids,"Easy inflatable sink for shampooing the bedridden. Prevents splashing and spills, while comfortably supporting an individual's neck. Drain hose removes water and suds. Once deflated, easily folds for storage.","","","CSE200,CEH61211",,,"","",,"","","","","","","","","","","","","","","","",""
CHP210,EZ Shower,http://www.arthritissupplies.com/ez-shower.html,24.95,"",http://www.arthritissupplies.com/assets/images/ezshower.jpg,http://www.arthritissupplies.com/assets/images/ezshower.jpg,"",12,183,"Provides the comfort and refreshment of a shampoo to bedridden individuals. Fill the bag of the EZ Shower with 2 ½ gallons of warm water, carry to the bedside using the wooden handle, and hang on IV pole or bedpost by the sturdy nylon cord. Gently spray the cleansing water using the hose which also controls water flow with an on and off valve. Manufacturer's one year limited warranty. (Non returnable hygiene item.)  **Ideal for use with the E-Z Shampoo Shampoo Basin, sold separately.			EZ Shower Specifications:									Holds		2 ½ gallons 				","ez shower, easy shower, portable shower, portable bath, inflatable bathtub, disabled bath aids, disabled bath, handicap bath, rheumatoid, osteoarthritis, elderly bathing, an arthritis disability, shower, shower aids, shower aid, arthritis, arthritic, seniors","",942,"","","","","",2,"The Wright Stuff, Inc.","",Getting Ready,Bathing Aids,Provides the comfort and refreshment of a shampoo to bedridden individuals.,"","","CNR300,CHP208,CHP209",,,"","",,"","","","","","","","","","","","","","","","",""
CHP211,Shampoo Tray,http://www.arthritissupplies.com/shampoo-tray.html,29.95,"",http://www.arthritissupplies.com/assets/images/EZ-Shampoo_Tray_1.jpg,http://www.arthritissupplies.com/assets/images/EZ-Shampoo_Tray_1.jpg,"",12,183,"Shampoo Tray is contoured to fit around the neck comfortably and rest on client's shoulders. Contoured 1 3/8 in sides support neck. 35 inch strap wraps around client's forearm to stabilize tray. Made from lightweight plastic, easily cleansed with soap or household disinfectant and water. Can be used with chair or wheelchair. Compact design. Measures 12 x 17 inches. (Hand held shower not included). (Non returnable hygiene item.)","shampoo tray, EZ Shampoo, easy shampoo, comfort cape, shampoo cape, shampoo tray, elderly hair, disabled hair, geriatric hygiene, elderly bathing, disabled bath, handicap bath, elderly bathing, disabled bath, handicap bath,  arthritis, arthritic","",942,"","","","","",2,"The Wright Stuff, Inc.","",Getting Ready,Bathing Aids,Can be used with chair or wheelchair,"","","CHP209,APS223",,,"","",,"","","","","","","","","","","","","","","","",""
CHP2385,Body Aligner Pillow,http://www.arthritissupplies.com/body-aligner-pillow.html,25.95,"",http://www.arthritissupplies.com/assets/images/Body_aligner_2385.jpg,http://www.arthritissupplies.com/assets/images/Body_aligner_2385.jpg,"",12,183,Specially designed foam wedge that helps maintain a perfect position while reducing pressure in sensitive areas. Place along the back while lying on the side. Body Aligned Pillow helps arthritis sufferers be more comfortable.  Can be used as a lumbar support while sitting. Measures 23 x 8 x 9 1/2 inches. White or Blue washable cover.			Body Aligner Pillow Specifications:									Measures 		23 x 8 x 9 1/2 inches				,"body aligner, body wedge, positioning wedge, wedge pillow, foam slant, pillow wedge, bed positioning, bed wedge, foot pillow, bed sores, pressure sores, for rheumatoid, osteoarthritis, elderly, seniors with arthritis, handicap, an arthritis disability, therapy utensils, tools, devices, aids ","",942,"","","","","",2,"The Wright Stuff, Inc.","",For Your Comfort,Pillows & Positioning,Helps arthritis sufferers be more comfortable.,"","","ABH34345,ADM8215",,,"","",,"","","","","","","","","","","","","","","","",""
CHP410,Smart-Rail System Bed Rail,http://www.arthritissupplies.com/smart-rail-system-bed-rail.html,119.95,"",http://www.arthritissupplies.com/assets/images/chp410smart-rail-1w.jpg,http://www.arthritissupplies.com/assets/images/chp410smart-rail-1w_thumbnail.jpg,"",12,183,"The Smart-Rail System Bed Rail is a unique bed support rail that is designed for those that need a little extra help standing, moving and transferring in and out of bed.  Just unlock the bed rail and pivot the rail outwards to provide better standing support with less reaching and twisting.  The Healthcraft Smart-Rail installs in seconds by inserting the support frame between the box spring and mattress. Safety straps secures the bed rail. This bed rail attaches to standard beds, not hospital beads or futons.  Note: Product intended for moderate vertical weight bearing on rail only. Do not use if side ward (lateral) support is needed. Avoid rail latch unlocking - Ensure that rail is at least 2 inches/50 millimeters off floor when rail is in locked position. (Soft type box spring beds can compress downward under load allowing support frame to move down, and rail to become unlatched). Do not use on wet or slippery floors. Do not use with electric or hospital style beds. Both supplied straps must be installed for secure operation. Product intended for moderate assist with sitting up and standing only.			Smart-Rail System Bed Rail Specifications:									Important Note: 		this bed rail will not work on hospital beds or futons.							Measurement under the mattress: 		23 inches.							Top of Rail from floor: 		30 inches.							Weight Capacity: 		250 pounds.							Support Rail Measurements: 		31.5 inches high x 16.5 inches wide. 							Frame Measurements: 		32 inches  x  21.25 inches.				","bed rail, smart-rail bed rail, security bed rail, standing aid, healthcraft bed rail, smartrail system, pivoting bed rail, side rail for bed, fall prevention, home bed rail, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, utensils, tools, devices, aids, products","",942,"","","","","",2,"The Wright Stuff, Inc.","",On the Move,"Sitting, Standing and Walking Aids",Provides better standing support with less reaching and twisting.,"","","CHC12401,CHP412",,,"","",,"","","","","","","","","","","","","","","","",""
CHP412,Smart-Rail Leg Extender,http://www.arthritissupplies.com/smart-rail-leg-extender.html,49.95,"",http://www.arthritissupplies.com/assets/images/chp412smart-rail-extensions.gif,http://www.arthritissupplies.com/assets/images/chp412smart-rail-extensions_thumbnail.gif,"",12,183,The Smart-Rail Bed Rail Leg Extenders adjust the height of the bed rail from 31.5 inches to 34.5 inches. These extenders are for use with the Healthcraft Smart-Rail System Bed Rail. They can be used with mattresses that are 8 -12 inches.			Smart-Rail Leg Extender Specifications:									Height Adjustment: 		31.5 inches to 34.5 inches.							Color: 		white.							Includes: 		2 leg extenders.				,"side rail extenders, bed rail extenders, leg extenders, smart-rail leg extenders, smart-rail accessory, bed rail accessory, adjusts smart-rail height, leg extensions, bed rail height extender, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, utensils, tools, devices, aids, products","",942,"","","","","",2,"The Wright Stuff, Inc.","",On the Move,"Sitting, Standing and Walking Aids",Adds rail height to the Smart-Rail Bed Rail for taller users or thicker mattresses. ,"","","AMI300,AMC223",,,"","",,"","","","","","","","","","","","","","","","",""
CHP430,SuperPole System,http://www.arthritissupplies.com/superpole-system.html,179.95,"",http://www.arthritissupplies.com/assets/images/SuperPole-2.gif,http://www.arthritissupplies.com/assets/images/SuperPole-2.gif,"",12,183,"The Healthcraft SuperPole System is designed for those requiring assistance for standing, transferring, or moving in bed. This award winning modular support system provides support and balance assistance to those who need extra help transitioning from a seated position to a standing position. The SuperPole has a high quality gripping surface that is particularly helpful for people with limited hand strength. It is constructed of heavy gauge steel for unfailing, rigid support.  SuperPole is a secure modular support structure that can be installed in minutes between a floor and ceiling and is held by a jack-screw expansion. The screw expands the pole to create enough tension between the floor and ceiling to hold the pole securely. Rubber pads on the ceiling plate and the floor plate hold the transfer pole in place and prevent marring of the ceiling or floor. Installs easily with no structural reinforcements needed. Foam hand grip provides a comfortable gripping surface, particularly useful for those with limited hand strength. Installs anywhere there is a floor and ceiling, placing transfer support directly where it is needed. Use it beside a bed, bath, toilet or chair.   Note: The SuperPole™ System should only be installed between floors and ceilings of solid construction or injury may result. The SuperPole System™ should not be installed on loose floor coverings, in rooms with radiant ceiling heating, in mobile homes, or in suspended or angled ceilings. Recommended weight limit 300lbs/136kg. All designs and specifications subject to change without notice. Made in Canada © 2007.			SuperPole System Specifications:									Material: 		Heavy duty steel 1.5 inch diameter, 90 inches long.							Finish: 		Anti-microbial powder coat white gloss finish.							Grip material: 		Grey, premium high quality grip 20 inches long. Does not contain rubber or latex.							Expansion Mechanism:		Steel jackscrew, zinc plated 1 1/8 inch fine cut thread.							Base Plate: 		5 inch diameter, non marking base plate rubber, ribbed for better gripping.							Maximum Weight Capacity: 		300 lbs. (Standard).							Pole length (floor to ceiling):  		93-99 inches; 7 feet 9 inches to 8 feet 4 inches.							Standard Pole Weight:  		13 lbs. (18lbs w/Hardware).				","healthcraft superpole system, grab pole, standing aids, transfer device, superbar, bed assist, transfer aid, transfer pole, super pole, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, hip replacement, arthritis transfers","",942,"","","","","",2,"The Wright Stuff, Inc.","",Featured Products,,"Secure and safe support bar for sitting, standing or transferring.","","","NC28966,CAC630",,,"","",,"","","","","","","","","","","","","","","","",""
CHP431,SuperPole System with SuperBar,http://www.arthritissupplies.com/superpole-system-with-superbar.html,263.95,"",http://www.arthritissupplies.com/assets/images/SuperBar-1.jpg,http://www.arthritissupplies.com/assets/images/SuperBar-1.jpg,"",12,183,"The SuperPole System with SuperBar helps you transfer with a secure support rail always in front of you. Pull sideways on the SuperBar to help you stand. The SuperBar unlocks and pivots freely to move with you step by step. This device locks every 45 degrees for stability during standing and sitting transfers. Automatically locks when released preventing forward or lateral falls. Provides full support when making two or three step transfers.  The SuperPole System is an award winning modular support system providing support and balance assistance to those who need extra help transitioning from a seated position to a standing position. This floor to ceiling grab bar installs easily with no structural reinforcements needed. Rubber pads on the ceiling plate and the floor plate hold the transfer pole in place and prevents marring of the ceiling or floor.  The SuperBar is a 16 inch horizontal center extension that mounts easily to the SuperPole for additional assistance. The Super Pole with Super Bar can easily be installed beside a bed, bath, toilet or chair. This transfer system is more compact than a walker in small restricted areas such as washrooms, and is ideal for pivot transfers in narrow areas such as between bed and wall, narrow hallways, etc. In a shower, the Super Pole with Super Bar provides complete support for stepping over the tub wall without reaching for wall grab bars. The SuperBar can pivot away from shower curtains, allowing them to fully close during a shower. For toilet transfers, the SuperBar permits pulling up to standing and can provide leaning support while managing clothing.  Please note: The SuperPole System should only be installed between floors and ceiling of solid construction or injury may result. The SuperPole System should not be installed on loose floor coverings, in rooms with radiant ceiling heating, in mobile homes, or in suspended or angled ceilings. Recommended weight limit is 300 pounds. 			SuperPole System with SuperBar Specifications:									Material:		Heavy duty steel 1.5 inch diameter, 90 inches long.							Finish: 		Anti-microbial powder coat white gloss finish.							Grip material: 		Grey, premium high quality grip 20 inches long. Does not contain rubber or latex.							Expansion Mechanism: 		steel jackscrew, zinc plated 1 1/8 inch fine cut thread.							Base Plate: 		5 inch diameter, non marking base plate rubber, ribbed for better gripping.							Maximum Weight Capacity: 		300 pounds. (Standard) 							Pole length (floor to ceiling):		 93-99 inches; 7 feet 9 inches to 8 feet 4 inches.							Standard Pole Weight: 		13 pounds (18 pounds with hardware) 							SuperBar measures:		1.5 inch diameter, 16 inch length, locks every 45 degress (8 positions), height adjustable typically 24-38 inches, (from floor, with limit of 58 inches from ceiling to top of bar).				","superpole, superbar, super grab bar, security pole, transfer aid, safety pole, walking aid, super bar, super pole, healthcraft, health craft, support bar, arthritis transfer, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, utensils, tools, devices, aids, arthritis products","",942,"","","","","",2,"The Wright Stuff, Inc.","",On the Move,"Sitting, Standing and Walking Aids",Provides additional assistance for standing and sitting transfers.,"","","AEN370,CEH37564",,,"","",,"","","","","","","","","","","","","","","","",""
CHP432,SuperPole Unifit Extender,http://www.arthritissupplies.com/superpole-unifit-extender.html,56.95,"",http://www.arthritissupplies.com/assets/images/SuperPoleUniFitExtender-1.gif,http://www.arthritissupplies.com/assets/images/SuperPoleUniFitExtender-1.gif,"",12,183,"The SuperPole UniFit Extender raises the height of a standard SuperPole to fit ceiling height ranging from 100 to 120 inches. The SuperPole fits standard ceiling heights 93 to 99 inches. The Uni-fit Extender increases the height of the Super Pole by 20 inches. The Uni-Fit is a separate piece that slides over the top end of the SuperPole and has pre-drilled holes to adjust the height properly. 			SuperPole Unifit Extender Specifications:									Construction:		All steel, powder coated.				","superpole unifit extender, extension for superpole, healthcraft, super pole unifit extender, extention pole, superpole height adjuster, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, utensils, tools, devices, aids, products","",942,"","","","","",2,"The Wright Stuff, Inc.","",On the Move,"Sitting, Standing and Walking Aids",Enables individuals to make secure transfers in the bedroom and bathroom.,"","","CEH37561,CVL394",,,"","",,"","","","","","","","","","","","","","","","",""
CHP50,Leg Lifter Pillow,http://www.arthritissupplies.com/leg-lifter-pillow.html,24.95,"",http://www.arthritissupplies.com/assets/images/spine_eze_FW4000.jpg,http://www.arthritissupplies.com/assets/images/spine_eze_FW4000.jpg,"",12,183,The Special design of the Leg Lifter Pillow foam wedge helps to maintain proper pelvic positioning to decrease low back pressure and pain. Poly cotton cover is removable and washable.  The leg lifter pillow measures 10 inches wide by 15 inches long and 7 inches high. 			Leg Lifter Pillow Specifications:									Measures:		10 inches wide by 15 inches long and 7 inches high				,"Leg Lifter Pillow, arthritis leg pillow, pillow for arthritic leg, pillows for legs, leg pillow for rheumatoid, arthritic, osteoarthritis, elderly, seniors, handicap, an arthritis disability, therapy utensils, tools, devices, aids , products","",942,"","","","","",2,"The Wright Stuff, Inc.","",For Your Comfort,Pillows & Positioning,Maintain proper pelvic positioning with the Leg Lifter Pillow.,"","","",,,"","",,"","","","","","","","","","","","","","","","",""
CHP501,Elevated Leg Rest Pillow,http://www.arthritissupplies.com/elevated-leg-rest-pillow.html,44.95,"",http://www.arthritissupplies.com/assets/images/elevating_legrest.jpg,http://www.arthritissupplies.com/assets/images/elevating_legrest.jpg,"",12,183,"Improve your poor circulation due to arthritis while you enjoy the comfort! Elevated Leg Rest Pillow helps relieve the discomfort from swollen legs and ankles caused by arthritis and helps varicose veins, or phlebitis. Designed to help maintain the ""pelvic tilt"" position that eases stress on the spine. Helps to decrease pressure and muscle tension on the lower back. Constructed of polyurethane foam for lasting comfort and support. Measures 20 x 26 x 8 inches.  White polycotton zippered covers are easily removed for machine washing. Made in the USA.  **Oversize item  $2.00 extra shipping 			Elevated Leg Rest Pillow Specifications:									Measures:		20 x 26 x 8 inches.				","elevated leg rest, bed positioning, positioning devices, elevated leg rest, elevating leg rest, elevated leg pillow, leg support, positioning wedge, foot pillows, heel pillow, foot pillow, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, utensils, tools, devices, aids, products","",942,"","","","","",2,"The Wright Stuff, Inc.","",For Your Comfort,Pillows & Positioning,"Relieves the discomfort from swollen legs and ankles, caused by arthritis.","","","ABH34535,ADM1072",,,"","",,"","","","","","","","","","","","","","","","",""
CHP5030,Knee Separator Pillow,http://www.arthritissupplies.com/knee-separator-pillow.html,14.95,"",http://www.arthritissupplies.com/assets/images/knee_separator_5030.jpg,http://www.arthritissupplies.com/assets/images/knee_separator_5030.jpg,"",12,183,"Sleep more comfortably with this uniquely designed pillow. Knee Separator Pillow eases pain in the back, legs, hips, and knees by maintaining proper spinal alignment. Adjustable strap secures pillow to leg. Removable washable cover. 7 x 5 inches.","knee separator pillow, knee positioning pillow, knee bed positioning, stroke rehab, stroke rehabilitation products, bed sores, pressure sores, knee pillow, knee rest, knee wedge, rheumatoid, osteoarthritis, arthritis, arthritic","",942,"","","","","",2,"The Wright Stuff, Inc.","",For Your Comfort,Pillows & Positioning,Maintains proper spinal alignment,"","","ATS500,CMT96314",,,"","",,"","","","","","","","","","","","","","","","",""
CHP5032,Dual Position Wedge,http://www.arthritissupplies.com/dual-position-wedge.html,41.95,"",http://www.arthritissupplies.com/assets/images/dualposwedge2.jpg,http://www.arthritissupplies.com/assets/images/dualposwedge2.jpg,"",12,183,"Positioned horizontally, this Dual Position Wedge gently elevates your head.  Positioned vertically, the dual position wedge provides upper arthritic back support while sitting.  Features a removable washable poly cotton cover.  The dual position wedge measures 22 inches long by 19 inches wide and 12 inches high. Made in USA.  Oversize Item - Extra Freight Charge $2.00 			Dual Position Wedge Specifications:									Length		22 inches							Width		19 inches							Height		12 inches				","dual position wedge, arthritis positioning wedge, arthritic wedge pillow, foam slant, pillow wedge, bed positioning, stroke rehab, bed wedge, for rheumatoid, osteoarthritis, elderly, seniors, handicap, disability and therapy utensils, tools, devices, arthritis aids","",942,"","","","","",2,"The Wright Stuff, Inc.","",For Your Comfort,Pillows & Positioning,Great support for arthritic backs.,"","","ABH34345,CLBP1000",,,"","",,"","","","","","","","","","","","","","","","",""
CHP504B,Foam Wedge Pillow,http://www.arthritissupplies.com/foam-wedge-pillow.html,32.95,"",http://www.arthritissupplies.com/assets/images/foam_slant_resting.jpg,http://www.arthritissupplies.com/assets/images/foam_slant_resting.jpg,"",12,183,Multipurpose Foam Wedge Pillow can be used to elevate a person's head or feet. The foam wedge is more effective than pillows and provides better support. The foam wedge pillow comes with a zippered white polycotten cover. 			Foam Wedge Pillow Specifications:									Foam Wedge Pillow Measures:		24 x 24 x 7.5							Cover:		Zippered White Polycotten				,"Foam, wedge, pillow, elevate, feet, head, elevation, comfort, fluffy, pillows, support, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability and therapy utensils, tools, devices, aids ","",942,"","","","","",2,"The Wright Stuff, Inc.","",For Your Comfort,Pillows & Positioning,Foam wedge is more effective than pillows and provides better support.,"","","CCP30100,CCP50",,,"","",,"","","","","","","","","","","","","","","","",""
